Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
415,Tomáš Suslov,"FW,MF",Slovakia,21,2002,4,0,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
416,Josip Šutalo,DF,Croatia,23,2000,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
417,Oleksandr Svatok,DF,Ukraine,29,1994,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
418,Karol Świderski,"FW,MF",Poland,27,1997,3,0,90,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
419,Serhiy Sydorchuk,MF,Ukraine,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
420,Attila Szalai,DF,Hungary,26,1998,2,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
421,Wojciech Szczęsny,GK,Poland,33,1990,2,2,180,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
422,Dominik Szoboszlai,MF,Hungary,23,2000,3,3,270,3,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0,0.33,Matches
423,Sebastian Szymański,MF,Poland,24,1999,2,2,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
424,Dušan Tadić,MF,Serbia,35,1988,3,1,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
425,Jonathan Tah,DF,Germany,27,1996,4,4,319,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
426,Maksym Talovierov,DF,Ukraine,23,2000,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
427,Aurélien Tchouaméni,MF,France,24,2000,5,5,470,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
428,Arthur Theate,DF,Belgium,23,2000,3,3,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
429,Marcus Thuram,FW,France,26,1997,4,3,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
430,Youri Tielemans,MF,Belgium,26,1997,3,2,148,1.6,1,0,1,1,0,0,1,0,0.61,0.0,0.61,0.61,0.61,Matches
431,Kieran Tierney,DF,Scotland,26,1997,2,2,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
432,Ivan Toney,FW,England,27,1996,3,0,45,0.5,0,1,1,0,0,0,0,0,0.0,2.0,2.0,0,2,Matches
433,Ferrán Torres,MF,Spain,23,2000,5,1,155,1.7,1,0,1,1,0,0,1,0,0.58,0.0,0.58,0.58,0.58,Matches
434,Cenk Tosun,"FW,MF",Türkiye,32,1991,2,0,25,0.3,1,0,1,1,0,0,1,0,3.6,0.0,3.6,3.6,3.6,Matches
435,Gernot Trauner,DF,Austria,31,1992,2,1,90,1,1,0,1,1,0,0,0,0,1.0,0.0,1.0,1,1,Matches
436,Kieran Trippier,"DF,MF",England,33,1990,6,6,450,5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
437,Leandro Trossard,MF,Belgium,29,1994,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
438,Anatolii Trubin,GK,Ukraine,22,2001,2,2,180,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
439,Heorhii Tsitaishvili,MF,Georgia,23,2000,4,2,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
440,Viktor Tsyhankov,MF,Ukraine,26,1997,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
441,Ľubomír Tupta,"FW,MF",Slovakia,25,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
442,Oleksandr Tymchyk,DF,Ukraine,27,1997,3,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
443,Deniz Undav,"FW,MF",Germany,27,1996,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
444,Dayot Upamecano,DF,France,25,1998,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
445,Kacper Urbanski,FW,Poland,19,2004,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
446,Virgil van Dijk,DF,Netherlands,32,1991,6,6,540,6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
447,Vladyslav Vanat,FW,Ukraine,22,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
448,Barnabás Varga,FW,Hungary,30,1994,3,3,249,2.8,1,0,1,1,0,0,1,0,0.36,0.0,0.36,0.36,0.36,Matches
449,Ruben Vargas,"MF,FW",Switzerland,25,1998,5,4,306,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,Matches
450,Denis Vavro,DF,Slovakia,27,1996,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
451,Joey Veerman,MF,Netherlands,25,1998,6,2,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
452,Miloš Veljković,DF,Serbia,28,1995,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
453,Micky van de Ven,DF,Netherlands,22,2001,4,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
454,Benjamin Verbič,"FW,MF",Slovenia,30,1993,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
455,Bart Verbruggen,GK,Netherlands,21,2002,6,6,540,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
456,Jan Vertonghen,DF,Belgium,36,1987,3,3,270,3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
457,Jannik Vestergaard,DF,Denmark,31,1992,4,4,360,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
458,Žan Vipotnik,FW,Slovenia,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
459,Vitinha,MF,Portugal,23,2000,4,4,358,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
460,Daniel Vivian,DF,Spain,24,1999,2,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
461,Dušan Vlahović,"MF,FW",Serbia,24,2000,3,2,177,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
462,Stefan de Vrij,DF,Netherlands,31,1992,6,6,540,6,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,Matches
463,Kyle Walker,DF,England,33,1990,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
464,Ollie Watkins,"FW,MF",England,28,1995,3,0,62,0.7,1,0,1,1,0,0,1,0,1.45,0.0,1.45,1.45,1.45,Matches
465,Wout Weghorst,FW,Netherlands,31,1992,6,0,138,1.5,1,1,2,1,0,0,1,0,0.65,0.65,1.3,0.65,1.3,Matches
466,Andreas Weimann,"FW,MF",Austria,32,1991,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
467,Silvan Widmer,MF,Switzerland,30,1993,4,3,299,3.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0,0,Matches
468,Georginio Wijnaldum,MF,Netherlands,33,1990,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
469,Nico Williams,"MF,FW",Spain,21,2002,6,6,492,5.5,2,1,3,2,0,0,0,0,0.37,0.18,0.55,0.37,0.55,Matches
470,Patrick Wimmer,MF,Austria,22,2001,3,1,138,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,Matches
471,Jonas Wind,"MF,FW",Denmark,24,1999,4,3,193,2.1,0,1,1,0,0,0,1,0,0.0,0.47,0.47,0,0.47,Matches
472,Florian Wirtz,MF,Germany,20,2003,5,3,279,3.1,2,0,2,2,0,0,1,0,0.65,0.0,0.65,0.65,0.65,Matches
473,Maximilian Wöber,DF,Austria,25,1998,3,2,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
474,Granit Xhaka,MF,Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
475,Lamine Yamal,"MF,FW",Spain,16,2007,7,6,503,5.6,1,4,5,1,0,0,1,0,0.18,0.72,0.89,0.18,0.89,Matches
476,Roman Yaremchuk,FW,Ukraine,28,1995,3,1,121,1.3,1,0,1,1,0,0,1,0,0.74,0.0,0.74,0.74,0.74,Matches
477,Andriy Yarmolenko,MF,Ukraine,34,1989,3,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
478,Yusuf Yazıcı,"FW,MF",Türkiye,27,1997,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
479,Kenan Yıldız,"MF,FW",Türkiye,18,2005,5,4,345,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
480,Okay Yokuşlu,MF,Türkiye,29,1994,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
481,İsmail Yüksek,MF,Türkiye,25,1999,3,2,152,1.7,0,1,1,0,0,0,2,0,0.0,0.59,0.59,0,0.59,Matches
482,Illia Zabarnyi,DF,Ukraine,21,2002,3,3,270,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
483,Mattia Zaccagni,"FW,MF",Italy,28,1995,3,0,82,0.9,1,0,1,1,0,0,0,0,1.1,0.0,1.1,1.1,1.1,Matches
484,Denis Zakaria,MF,Switzerland,27,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
485,Nicola Zalewski,"MF,DF",Poland,22,2002,3,3,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,Matches
486,Piotr Zieliński,MF,Poland,29,1994,3,3,253,2.8,0,1,1,0,0,0,0,0,0.0,0.36,0.36,0,0.36,Matches
487,Oleksandr Zinchenko,DF,Ukraine,27,1996,3,2,213,2.4,0,1,1,0,0,0,0,0,0.0,0.42,0.42,0,0.42,Matches
488,Joshua Zirkzee,FW,Netherlands,22,2001,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
489,Andrija Živković,MF,Serbia,27,1996,3,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
490,Budu Zivzivadze,FW,Georgia,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
491,Steven Zuber,"FW,MF",Switzerland,32,1991,2,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
492,Martín Zubimendi,MF,Spain,24,1999,4,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
493,Oleksandr Zubkov,"FW,MF",Ukraine,27,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,Matches
